genome,merit,task.0,task.1,task.2,task.3,task.4,task.5,task.6,task.7,task.8
"geno",4.000000,0,0,0,0,0,0,0,0,0
"wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBJwEABbAirIBABABkbnAKaAAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrGBdBfzvfcaxgab",116.000000,0,0,12,0,23,21,22,0,0
"wzcagcdfdKEaJlniLHCEnvHGycuGucmyIDcGttEmBaBKvkmpDKkvkkxAbDvvvvwuByueduqBBrBBBuEBwBsBBBBtpEouBBBBxuBrBBBBBBBByclzvfcaxgab",116.000000,0,0,0,0,0,0,0,0,0
"wzcagciiAtEKmcnwAtiarEjyycuopcDbDBBaowyBJBAvBJqBBAtvmDAvbmnByuerdBABBEpIEGIBBBAtGvtBpBpxdBKBuwoDIBqGBBBBBBBBBBBBvvvvxgab",117.000000,0,9,0,331,0,0,0,0,0
"wzcagcEfpAEliHAayAtcbzByycuouruynBbIwnmpBABBoBBwBBaABByJLBusemBBBaBrBBBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgeeFBzvfcaxgab",116.000000,0,9,0,42,32,0,15,0,23
"wzcagcAAleadvnzuAxoABtryycuupcuycqfGbLAowdmBpxAxEwmcABEvAirfBnfBBLJBBBBKBAvBmnBABpbBBBBBBEBAeABBBlanBBpBDBEBdmfzvfcaxgab",116.000000,0,0,0,2,0,79,0,0,0
"wzcagcvJHAErpcuaipsACbByycuoucByBBBvnBBEFBEAAnkBkBBBBBBvBBpBBBABByBekbBdtBBvdBxBbBBBBnBBBBarBBGBByBBBHmveduAEqAzvfcaxgab",116.000000,0,2,0,35,8,0,0,0,0
"wzcagcraqzEBnEoGydvkBbsyycuopruvBBABBArBBbvABBmEnBKBBbByABABvJKwnlBldemDAkmBpBJqBBtBKHBaqBrBBIEBBBqdBBBlfpBBelezvfcaxgab",115.000000,0,15,0,50,0,25,0,0,0
"wzcagcezByEmCpniAADswyIaycuvucnyuttBBmBAnBkBBvEdIBwByBnAEbBAtErBuBKAaByBBJBeBlBBGtBBBvBBsxBvBBABFKLBBbccpuABBvizvfcaxgab",115.000000,1,0,0,10,22,0,0,0,0
"wzcagcdrvbEvclmzxAbKwzzyycuxucJyaBBGvxcBBdyAvEBBuBucevBEyBuGdBkKfBxeEBBABAdjBBEBfkfllBBbJBqABBpuxkvABAABtrBBBBBzvfcaxgab",115.000000,1,1,0,7,17,0,5,0,0
"wzcagcypvxEwnAoevynuEpCyycuopcucsBBvBBsBLBABtaBBvmBBBBBBBDoyvkBEBBBBBBBbpBAEBBBBBBBLJBByBBAtBarBBBByBBBvBjBBBBEzvfcaxgab",117.000000,0,0,39,0,0,13,0,0,0
"wzcagcvLLiEjzqHuiADopbzyycuxKIucEfaKBoAEJjAALIBqBdcxyjLBtpqEBufvEtwyBBqBGdaBALFrbBxDtaAJAIfBcwtcBBBByaBBABBBBryzvfcaxgab",113.000000,0,1,0,8,0,1,13,0,0
"wzcagcbuCyEvCacvBuAfyfjyycuopcuycqjGADABAoryBtyvBtqBBBtBByaaEqarBysBrbBBBykBAEBBGBBBBsButBpBBBBBBBxkDAwEbLEBfAHzvfcaxgab",116.000000,0,1,8,0,0,1,0,20,0
"wzcagcrGoqEGrHnvoEfuezEJyruvucByujvucuApEBvBDBkjEBuFBrBBBBdBBBBsABBBBbdAEdBAByBBjBuBBBBBBAbBycivpJpcowmvGjprodczvfcaxgab",117.000000,1,0,0,0,5,0,0,0,0
"wzcagczsBGEBwBmBvBdbeBByycuopcupcvfavBdoBdEAdbABrKBfDBAlBDlKwdAyyttrqyBbrBdIocdBxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab",116.000000,0,0,11,0,0,0,0,27,24
"wzcagcaAtenJvAzubAoeBtryBBuuucLycaIGerAobAIHpLfdEaAdAaEvAirfBsbBBLCBBBBeDAvBmBBkBBBBBBBsBEAAksmKBufwBBpBBAEBAmfzvfcaxgab",113.000000,3,0,0,0,26,0,2,0,0
"wzcagcvxycEfIvivAyAAxwvvycuopcufKvBBoAxBrBBybByBABBABABBbwBBBEEtBBBBaIdBBvrEByBBBBBBBEBBBBBBBBBBBBBBBBBBBBBBBBBzvfcaxgab",117.000000,0,4,18,0,0,34,0,0,0
"wzcagczsakzckAbtpzBAkpByycuopruBrBBBBBBJDByBBIABBpBxAyABbpkoEdEBAExBBBAKBKuLIuoBfrBBByBBBBBBEvBBBBBdBBbBBfgJluezvfcaxgab",116.000000,0,6,0,60,0,62,0,0,0
"wIjagchrAAEcHkAwevuvJojyycuvucvyBBBjBpIwBBBBBBBBBBBbBuBBBBBaEBBBBBByBBvrsEGtoAoyvvrvvtIKatxprBBBpBByBBBBBBBBBpBzvfcaxgab",117.000000,0,1,0,45,0,2,0,0,0
"wzcagccLwcELbvCytvaGdEJyycuopcuyyoBBuyBABBBuGBeAEBBBrBBBBBBEBBBBvBBEBBnAjjBBBxBecBviqCmAqjCBrmmjvAvsAJlvJvixxinzvfcaxgab",117.000000,0,10,1,20,0,0,0,0,0
"wzcagcIJcyErenEisHEywAdyycuopcubcdaGdIlBooIvDAGwJrLBAvJcxAvevGpyBpJwyotdjBGBBEryGscByEyBBBjAIBBBBBBdBBuBrBByodBzvfcaxgab",117.000000,0,1,0,3,0,0,0,14,0
"wzcagczsakzckAbtpzBAkpByycuopruBrBBBBBBJDByBBIABBpBxAyABbLkoEdEBAExBBBApBKuLIuoBfrBBByBBBBBBEvBBBBBdBBbBBfgJluwzvfcaxgab",115.000000,0,6,0,60,62,0,0,0,0
"wzcagcKoaAEuvvkqbExtIpnwycuopcuwxBKfBDEBByBAuwAeAuAJEjbBrfBBbfpAuLjBvBADurBxywAjBIBvBBKBBBBquABBEpfGuBotBBBlBtBzvfcaxgab",115.000000,6,0,0,0,5,0,17,0,0
"wzcagczsBIEBwBmBvBdbnBByycuopcupcvfavBdoBdEAdbABrKBfvBAlBDkKwAcyyttrqyBbrBABocdBDbAEsorEyAffBBBpBBBoIoufjruBdBfzvfcaxgab",116.000000,0,0,12,0,0,0,0,26,24
"wzcagcvCvuEBJvAIeABdABmyycuopcuvcvAGrIEAyAlBlDAfjluAKBAlABBvvpAyBBAAAsEABBAtexJBAABBttryAJBvsrABBvBBsEBEBBInBBBzvfcaxgab",116.000000,0,1,12,0,0,0,0,10,0
"wzcagcEAoJCAaAcyCBFiafryycuwJduIoooyIvjvcHrymEvxlCtlABzttndAAEAcvAvCtsvBAdAJbAcpApArBBuBAABBBtBpAuGyBsdArkrEHwozvfcaxgab",117.000000,0,0,0,9,0,1,0,0,0
"wzcagczDBuEBxBmBvBdBnBByycuopcuKcesavBeoBaEBwxABrIBkfBAlBDlKwtAyyttrqyBerBABacdBxeAEsorEyAfvBBBpBBBBAoufKryBdBfzvfcaxgab",114.000000,0,11,14,0,0,0,0,24,24
"wzcagcEfpAEliHAaaAzcbzByycuouruynBbIwnmpBABBoBBBBBaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgedFBzvfcaxgab",115.000000,0,9,0,42,32,0,12,0,23
"wzcagcEfpAEliHAajAtcbzByycuouruynBbIwnmpBABBoBBBBBaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgeeFBzvfcaxgab",116.000000,0,9,0,42,32,0,12,0,23
"wzcagcEfpAEliHAajAtcbzByycuourtynBbIwnmpBABBoBBBBnaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgeeFBzvfcaxgab",116.000000,0,3,0,42,32,0,12,0,23
"wzjagcAECjEtABqBsAAxwaAyycuoIrIqmABBIAAvAbsvAFaAAvdABobcIfvABaBarBEABBBBBBBBBBGBBBBeBpABABBbBBBBAEFBBBBJBBABByEzvfcaxgab",118.000000,0,3,0,0,0,34,0,0,0
"wsjagcmIywEudovLAbLlDxyfycuoKfucBvmamAElAKJwyBjBjpBybBwuburpuBBBBBrBBBBBbBBGBoBxBjBBdxByeKBEBJcpbLABBuBqovBqBBBzvfcaxgab",115.000000,0,1,0,5,6,0,22,0,0
"wzcagccyrAFvDAukvLDuKKLyycuopcuyBpBqAkGBvvKBlBBBJBBBsBAvBuLAByuEBwxjvLdBqAwvvAAuBrBBBbvBByBBBEBvBBBBEBBBBBBBBBIzvvyaxgab",116.000000,0,16,2,0,0,0,0,0,0
"wzcagcHityEtlcfGfzJKfvtyscuopcByBbvyABqBIoBoAfKDqbArvxaAJucBBBIGEbpBBuBbBdEBIvoBKouBEEBavevjrBBBBBBBBBvBBsBBBBBzvfcaxgab",115.000000,6,0,0,10,0,17,0,0,0
"wzcagcAAzEEfryjbGEJDBaBAycuopcuAfEBBvoBafEAofxABDfoBBvIyBbBsulBkBApKrBAyBAGIBBBBedBBBvtBABIBBBBxjcyDBBryyuddJuyzvfcaxgab",116.000000,0,10,20,1,0,1,0,0,0
"wzcagcKbafEDhlFmnApfmrjyycuopcucByvmBBvwvABBEpBuBBBpLlndABvouBBbLBqBBdByADaBBdBBtBBrBBBBBBvEBBsBBBBDmGwpBBfBBBBzvfcaxgab",114.000000,0,2,22,0,0,18,0,0,0
"wzcagctKvqExrHnjozrvyvEvcrufukvyurBubjwpEBfBDBBjEBuBBryBBBjuBBBnwBBBBeBAAdBBByBBwBtBBBBBKAEBbxBvlajbytHvjvprhjbzvfcaxgab",113.000000,1,8,0,0,0,0,0,0,0
"wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBBwEABbAirIBABABkbnAKafAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrdBdBfzvfcaxgab",116.000000,0,0,12,0,23,23,22,0,0
"wzcagczsBGEBwBmBvBdbnBByycuopcupcvfavBdoBdEAdbABrlBfDBelBDlKwAAyyttrqyBbrBABocdBxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab",116.000000,0,0,12,0,0,0,0,27,24
"wzcagczsakzckAbtpzBAkpByycuopruBrBBBBBBJDByBBIABBpBxAyABbLkoEdEBAExBBBAKBKuLIuoBfrBBByBBBBBBEvBBBBBdBBbBBfgJluwzvfcaxgab",115.000000,0,6,0,60,62,0,0,0,0
"wzcagcuaDpEfkcalJJjuAGvyycudxouBBGFeuAqwebveduEGrpysqBbBABtBmuBBkIraJAatLvABEcBBJdbEBBywBbuqBBABaubrBBBBBBBByuBzvfcaxgab",117.000000,1,0,0,15,9,1,0,0,0
"wzcagcAAAeEcvAzuBIoABtryycuuGcuKcGAGeAAobaKApxAeEwAcqAEvLLrBBBBBBLCBBBBLbfvBtlBkABbBmBBABEAubtIBBlawBBpBBAEBAmfzvfcaxgab",113.000000,0,78,1,0,0,0,0,0,0
"wzcagclzDqEuIIinppdebxEyycuopcurGBDBqbBdDBEAqyBBBBBBBvBEBwBBBwBGByBtrfJBrczDLEDpDIAIAwxeitjmvljuvetICkBypyaHwkvzvfcaxgab",116.000000,0,1,19,0,0,2,0,0,0
"wzcagczsBGEBwBmBvBdbeBByycuopcupcvfavBdoBdEAdbABrKBfDBAlBDlKwdAyyttrqyBbrBAIocdAxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab",116.000000,0,0,11,0,0,0,0,27,24
"wzcagclmAdEEcuLLonyjBCvyycuspcuDLaIGwxvvBbrDbumwyyLswtAApcAEBarApBkoBwBJBpbsrBBuArBBBBBBBzdBBrByBCoCByBsBAnIoBizvfcaxgab",115.000000,0,0,0,0,7,1,7,0,0
"wzcagcycACyECoxfmqxbACoyycuopcuycbvqKAqwbBaGjoyrjrdaxejCaikbAAAjlvzbmxcpElAELaAhixJikBaArcbylozClfdveBeLBLeBzAAzvfcaxgab",110.000000,0,1,4,0,0,0,0,0,0
"wzcagcjAAexkvAzuABtGBaryycuopcuIcxfGeAAoyBKBpGAcEwAcAAEvAirIBnbBBLCBBBBABKvBmABBBBbBBBBaBEDAbtpdBlapBBpBBAEBAofzvfcaxgab",114.000000,0,10,76,0,0,0,0,0,0
"wzcagcmDpGEEpllBaiBbJlsyycuobcuyarEGdpwBfBodBBBLBBaBBBLAcAyvsyLsBBBAIBBDBABBBpByAdBByBtjjBAtBBBBfvBfBupBJrAokpyzvfcaxgab",117.000000,0,3,0,31,0,0,0,0,0
"wcjagcwvAaEimpqwAzltHveyycuxBBucxynfffyxAbBDEokDBBkpAlDBGBLxoBEInBjALbkjBvJbBejAtBarBBtBBfBEBBBBBdBtBEBtuBBBBvizvfcaxgab",113.000000,9,0,0,0,0,0,0,0,0
"wzcagcisvfEdxEockavjILIyycuopcujEBbBBBrIBkaBBxwEBAIDBBnyaeBBobkAqGJBBuBBBABBbBBBBJJsGtljyBBBBAwBxtytjAvyttrpDFAzvfcaxgab",116.000000,0,4,24,0,0,2,0,0,0
"wzcagcaauAEHbyEIzmzxvqhyycuvucByEEfBklIDBAcBAGutBvtAaLFAdcGJtBwBLjBIBDlAEBBBBBBbyBqBLFuLAxBmscBBBuBBBBIBBysBBBBzvfcaxgab",114.000000,0,1,0,18,1,0,13,0,0
"wzjagcajavKlhqKmnAzfLClyycuopcucByvmubbwvAoBEpBoBGBpxqndABqouBBwLBqBBABywGaBBBBBtJBrBBBBBBvEBBBBBBBqmEwcBbGBBBBzvfcaxgab",116.000000,0,1,18,0,0,18,0,0,0
"wzcagczsBIEBwBmBvBdbnBByycuopcupcvfavBdoBdEAdbABrKBfvBAlBDkKwAcyyttrqyBbrBABocdBDbAEsorEyAffBBBpBBBBIoufjruBdBfzvfcaxgab",116.000000,0,0,12,0,0,0,0,29,24
"wzcaCcIdEcEyKIJwFrAsnkAyycuogcucyxBBAjfBqBmBJBlBBJqEAAyGxEjGBxDjABAuABIvAAduceBBBlkByBBGvBBnKtBpvBBvurBBBBBBBByzvfcaxgab",117.000000,1,1,0,11,12,0,0,0,8
"wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBBwEABbAirIBABABkbnApfAAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrGBdBfzvfcaxgab",116.000000,0,0,12,0,23,23,22,0,0
"wzcagcGuecEvDkIDnvCAGuxyycuopcuAaBBaKjwBAoBarBfBBIBABBBBfvBBBdyBpwByBBBABBtjcBBBqyBtcEBBFBBBBBBBBBBBJBEBBBBEBBBzvfcaxgab",117.000000,0,3,25,0,0,22,0,0,0
"wzcagcBAdcEdobbCEauFDvyyycuoucehyEkBBLyybuerBetLAELduBByuyBuBLbuBaAaBrBBLBEBBxBnBjyBpAAcBBBGABbsEAGmxurBxBBBBBszvfcaxgab",114.000000,0,1,0,8,13,0,0,0,6
"wzcagciiAtEKmcnKAtiarEjyycuopcDoDBBaowyBJBAvBJqBBAtvmAAvbmnByuerdBABBEsIEGIBpBAtGvtBpBpxdBBBuboDIucGBBiBBBBBBBBBvvvvxgab",116.000000,0,9,0,10,0,2,0,0,0
"wzcagctrDuGaEKBtlcdKExkyycuLpauvcvejeBArBmvBBxsmpBjbBBmBBkEBABBBvBndBwBkBsBBBBBBmBurBBoBxBypBGByBBABBBBBBBBEBBBzvLrvxgab",116.000000,0,0,0,25,0,19,0,0,0
"wzjagcpLpvELKBAyvJCvLcyJycuopcucBoJBEBJmBAGEyjuBwmAxesEyGEbGBBIqvbBBAKBtBatrqwBsByArKKscBBbBBBbpBBJAIDBkBBBBBBBzvfcaxgab",117.000000,0,0,10,0,0,2,0,15,0
"wzcaicgcxCEDksuBbefuAvByycuoAIucBBwGBwBDoebABwBBjeEEJBABBApBvwyyuBBdBBfBEucEBJBpDvdBBBBBjBuBBarBBBpBEvBBBzjvHIGzvfcaxgab",115.000000,0,1,0,16,9,0,0,0,8
"wzcagcLlypEnBBHeCfxJBInyycurbEurdxxfoBoJIybkpIEKBlxADKkjvKpyBGvIBBbBAeajBEABDABwABvexBBoJrtGwJABrBBBBBBBBBBBBFBzvfcaxgab",116.000000,0,2,0,12,0,0,13,0,0
"wzcagcEflAkbpHApEAobbzByycuoucuyaBbIxnmpBABBoBBBBBaAAByJLAusemBBBacAALABucBBaByBbulBBBlBBpBLEvuBarBBBBBByfgeeFBzvfcaxgab",116.000000,0,6,0,36,30,0,9,0,26
"wnjagckvAaEimpqwAzltHveyycuxBBucxynfffyxAbBDEokDBBkpAlDBGBLxoBEInBjALbkdBvJbBejAtBarBBtBBfBEBBBBBdBLBEBLuBBBBvizvfcaxgab",116.000000,9,0,0,0,0,0,0,0,0
"wzjagcJGuxEABdCIvcvccBkyycuobbuyjtAfJprABfBEucJccerBbbydBuecfBucBewxBLpqvuEABBuxArBBBBxcyBBBBBBKwBABEBmBBBEnafLzvfcaxgab",116.000000,0,2,0,4,5,0,16,0,0
"wzcagcGueCEvDkEInvCAGuxyycuopcuAvBBaKjjBAoBarBfBBIBABBBBfvBBBdyBpwByBBBABBtjcBBBqyBtcEBBBBBBBBBBBBBBJBEBBBBEBBBzvfcaxgab",115.000000,0,3,24,0,0,23,0,0,0
"wDjagcvGjvEECCjcBGbrAmAyycuopcuyBBdvBJBByEvDBvBABJuBaovrBDABBBBBEBpBBBEulBkrBBBBBBBaBBBBBBBBBBBBBBBBBBvBBByBBByzvfcaxgab",118.000000,0,8,1,14,0,30,0,0,0
"wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbfBwEABbAirIBABABkbnAKaAAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrdBdBfzvfcaxgab",116.000000,0,0,12,0,23,20,22,0,0
"wzjagcakwDEACjDAHAkdzvtyycuopcurBydtusBBbBfKAacByAouAxByKBBBAdBAfgABuBEcBDAxvAqAcAwjBGjwEyIvtAbcBwBjBBBBBBEBBbBzvfvaxgab",120.000000,0,0,0,0,0,0,0,0,0
"wzcagcAoDyEjzrGxkAizwvvyycuopcuBarbBBbBEBBjBBykBBEsBAkBGyBvaBApyBtrBBBByBBBkDBBBBIBBvBBxBBBBenBBBBBBcBBuBxlBBfxzvfcaxgab",116.000000,0,1,16,0,0,29,0,0,0
"wzcagcBehEECmADjsojBAEsyycuoucBBBGBGBbBBBBBBDAysxBBAlqnlIkLbIAfBlpBAynBuacpftJBBBBBlDJlDvBEHvaxvcxaELCuLLnJvolvzvfcaxgab",115.000000,0,1,0,22,0,0,0,0,0
"wzcagccmEpCemxcIuzALqAByucuoBcJpBAKoKcADBJeALoyurxwfbhfosALxmyAIllBEBpwGBABABABDrvvxuuaABBArKnBqGBsBBtBvBBBBtBfzvfcaxgab",113.000000,16,3,0,14,10,0,1,11,0
"wzcagcvDyzEyajDytKuwvIpyycuBucJyBBABBBvBFEByuGBucBBpBBBEBuuBBbvrBBBBBBBBBBBBBByBBbDBBEBBvuqBBBBBBBBBfrBBBvBBvsBzvfcaxgab",116.000000,0,1,0,8,9,0,29,0,0
"wzcagckfDcELAuCkAvbyuysyycuopoupcxIGGAAAAGdLfBaBAjverByEBBBABJBAllBBALfjlBBHaEBJnpuaBBEsBfuyuruBadBkBrdEBuABBBBzvfcaxgab",116.000000,2,2,0,15,1,1,0,0,0
"wzcagczsBIEBwBmBvBdiGBByycuopcupcvfavBdoBBEAfbdBrIaauBflpLlKwAAyyttrqyBbrBAeoadBxeAEsorEyAfvBBBpBBBBIoufyruBDBfzvfcaxgab",115.000000,0,0,9,0,0,0,0,29,23
"wzcagczsBIEBwBmBvBdiGBByycuopcupcvfavBdoBBEAfbABrIBxfBAcpLDKrAAyyttrsyBbrfAeobdJxeAEsorEyJfvBBBpBBBBIoufyruBdBfzvfcaxgab",115.000000,0,0,8,0,0,3,0,29,23
"wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBBwEABbAirIBABABkbnApfAAyytdrqyBbGBdBocdBxfAEsorEyAfvBBBpBBBBIxufwrGBdBfzvfcaxgab",116.000000,0,0,12,0,23,23,22,0,0
"wGjagcJAhbEvnJEAHCDJvIEyycuoBbucBBBBBypBjBBxABoBBByBByBGjBbByvKABBvvGBBsBwABqAEEAvGytJaBAnyBocBlvBJmzGfGurvfomqzvfcaxgab",118.000000,0,2,0,27,1,0,0,0,0
"wzcagczBBIEBBfLIvsBxcmbyycuopcuJccLAcBLBBaEABbAArIBcBmqsBDAKuAuyydtcqyBdGBBxKddroeDEsorEyAfvBBBpBBBBAxufvrBByufzvfcaxgab",117.000000,0,12,9,0,24,9,20,0,0
"wzcagcEfpAEliHAaaAzcbzByycuouruynBbIwnmpBABBoBBBBBaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBprBbBBBABfgedFBzvfcaxgab",115.000000,0,9,0,42,35,0,12,0,0
"wzjagcvvJmEbrvvvuLumArwyycuDaEurBBBBBBBBBBBBBvBuyBBBBByBqBuByBqBIBBEBBEBBBvBvjBBBpsBBBBByvBBvBBBBBBvEBBBvBAGBvBzvfcaxgab",118.000000,1,1,0,55,0,0,0,0,0
"wzcawcACrBEwEHbdJAxuAAAyycuowcugcrjBABBBxcBBBLBEwBBpBBxvJBIBBbBBnBBBABbBABABABBoBvGbBAABqBBBvKepmLCBIjoBKyEyEpyzvfcaxgab",115.000000,0,2,0,34,0,0,0,0,0
"wzcagcKCjuEEpeacbGEInGoyycfupcuBaBAruBBvBABevBBdByBBBEpsBBBBlABtDwebIKJBBAbBrAEADGBvAjByAqKFBwccsyfbBLwABIdIzurzvfcaxgab",113.000000,0,1,25,0,0,0,0,0,0
"wzjagcJvKpEyqAnHGvablAkyycuopcuojBBEBBbAABABbEbrByBeBkDBDulyBBBIxwtFKrJBBuBBBEvkBkBuBalBmwdsBBBdBjvJyvBBqJIBilxzvfcaxgab",117.000000,0,7,7,2,0,15,0,0,0
"wzcagckfDcELAuCkAsbyuysyycuopoudcxIGGAAAAGdLfBaBAjverByEBBBABJBAllBBALfjlBBHaEBJnpuaBBEsBfuyuruBadBBBrdEBuABBBBzvfcaxgab",116.000000,3,0,0,15,6,0,0,0,0
"wzcagcnviLEbKkqdAjecurEyycuopcurmBylBvEAsadDsxGBwyjDvBBIBBkadtBBArBBkBvIItBIvBBqBBBBBBBBoBbBvnBlBKEyBBsBAryBBBBzvfcaxgab",116.000000,0,0,9,0,4,22,0,0,0
"wzcagcsEKmEExtkddkvvDxHyycucucuyGDBAKdDutDBjBAjnIyufyEqKwAdBbfroADtcBBuBBAjyBBvEvBBpuBBqBBBBxBBBoBqBJzBBxyvFEwBzvfcaxgab",115.000000,0,2,0,4,1,0,19,0,0
"wzcagcEwpGHiAazKsvyjvvAyycuopcuExrjBqvGBBdvoDBBvcBBBBBJydBJBIBjGytBBtrxBBBsABaBaxcABaybEsrBBBtlDAxypuBBrBBBByBozvfcaxgab",116.000000,0,1,15,0,0,4,0,6,5
"wzcagcBjCyEBnAHoAHpcsotyucuopcbyyxABxbBurAaucBBEBBBeByBBoBEBBBBBnBvBuwsBrBByAeCBmkEBmJkjqBvJvjnFkJKavnHmtzEDJEazvfcaxgab",115.000000,0,0,0,4,18,5,0,0,0
"wzcagcEfpAEldHAayAtcbzByycuouruynBbIwnmpBABBoBBwBBaABByJLBusemBBBacrBBBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgeeFBzvfcaxgab",116.000000,0,9,0,39,32,0,15,0,23
"wzcagczsBGEBwBmBvBdbeBByycuopcupcvfavBdoBdEAdbABrKBfDBAlBDlKwdAyyttrqyBqrBABocdBxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab",116.000000,0,0,11,0,0,0,0,27,24
"wzcagcjAAexkvAzuABtGBaryycuopcuIcxfGeAAoyBKBpGAcEwAcAAEvAirIBnbBBLCBBBBABxvBmABBBBbBBBBaBEDAbtpdBlapBBpBBAEBAofzvfcaxgab",114.000000,0,10,76,0,0,0,0,0,0
"lwjagcvlvAECFuvDtKicwjxyycuopcuBBDrBBBBBBvbBBByBBnkBBBEBdBBvdcBBBBuBBBBBvBBAeBBvBABEpBBAeBBBmEBBBsvsnBByBBBBBBBzvfcaxgab",117.000000,0,3,49,0,0,0,0,0,0
"wzcagczAJkzckdbmpzBAkpByycuopruBrBBBBBBJDByBBIcBBpbxAyABbLkoEdEBAExBBBAKBKuLIuoofrBBByBBBBBBEvBBBBBABBbABfgJCzwzvfcaxgab",115.000000,0,6,0,54,61,0,0,0,0
"wzcagcEflAEApiApjAobbzByycuoucuyaBbBwnmpBABBoBBBBBaABByJLAusemBBBacAALABucBBaByBbuDBBBlBBpBLEvuBarBBBBBByfgeeFBzvfcaxgab",116.000000,0,6,0,42,30,0,9,0,26
"whjagcHAlxECvqnvdGwrqBAyycurvvurBbBBBByBvpBBBBABBBBBBBBBBBBsBBBBGByEBBBBdbjIBBBBBEvBKvBBEBBBvBtBBBnrvDBBEBBBlkCzvfcaxgab",118.000000,0,1,0,47,5,0,0,0,0
"wzcagcedHrEJApwAvqmDsCByycuopcByBDBBoBvBGBAvvpmLBpDLnBuAyvBbBImxAEBJLvvosAFbABarBBBEBBLBBBBBBBBBBBBBBBBBBBBBBEBzvfcaxgab",116.000000,0,13,1,0,0,29,0,0,0
"wzcagcEfpAEliHAayAtcbzByycuouruynBbIwnmpBABBoBBwBBaABByJLBusemBBBaBrBBBBucGBAByBBulBBBlBBpqLEvuBarBbBBBABfgeeFBzvfcaxgab",116.000000,0,9,0,42,29,0,15,0,23
"wzcagcDAJkzckdbtpzBAkpByycuopruBrBBBBBBJbByBBIcBBpbxAyABbLkoEdEBAExBBBAKBKuLIuoofrBBByBBBBBBEvBBBBBABBbABfgJCzwzvfcaxgab",115.000000,0,6,0,54,61,0,0,0,0
"wzcagcvzocEGftjInAoztssyycuspcurBsBeDeBajyFeBAvDfJtclpJuBBABBEBEBBBBtcBBpaBBByEBsodyBBtBBbBBpvABwyBGedBvBBsypAtzvfcaxgab",116.000000,0,0,0,3,0,0,0,0,0
"wzcagcaAtenJvAzubAoeBtryBBuuucLycaIGeAAobAkspLfdEaAdAaEvAirfBsbBBLCBBBBeDAvBmBBkBBBBBBBsBEAeksmKBufcBBpBBAEBAmfzvfcaxgab",112.000000,3,0,0,0,48,0,2,0,0
