genome,scf,scf_no_int_bio
geno,0.000000,0.000000
wzcagccluzEkowedamoecdJyucuopcJaEffoIEwjqBtKAyDvBBqBxAueIBobAGqdrsvBvAAABqBvBBBmwBaBGBrBBBBBocBBprBByBBEABBjBttzvfcaxgab,13.380000,12.960000
wzcagcvsqCEmmCsBbvDAybAEycucucvxBBBynBBBvsBBBBBvAEBBpBBBEBBABujBBxBBtcBpBBBBBBBBBBBBAeBBsBBBBBBBBBBBmBBBByvBBAwzvfcaxgab,13.520000,12.970000
wzcagcAqrmEwmxqzAspHsHHyycuLBDucByIBBkyxFbBIEodxBbspAlKBIBGAJBqGnBBEwAkDBBavBLwAtJBrBBtBBqBEBBqBBxBDBEBLBBJBvvDzvfcaxgab,13.370000,13.080000
wzcagcrbCIEyABqIvLiaAcEyycuopcByEBvGBqKJyfxuABDrqBroBABwJrBBBBBbBBfyjuBurBBrrBoBDBBDevylxBdBHAcFuAvLbiGEEvACBBGzvfcaxgab,13.450000,13.190000
wzcagcnriAEvcawCJsymujByycuuucuBsAmLrKhBByBcLBEBBlCaqBfqBbBIulpBBBtjBbEqsnaBBBABosxGqwByBwBBABdvKADBBBjsrEBBBBBzvfcaxgab,13.540000,13.140000
wzcagcfnmJEvbmuwfGAhxKAyycuopcuydymJALExqsAEABBvJLBBBecrBexBBbABknjlBvBBdvBmGBBmBysBrdBeuylKfbEIpuucABpBBABIBBHzvfcaxgab,13.490000,13.420000
wzcagcCoKvxvCwDvJcqABEByycuAucKyBbBxsBBBBBvBBoBEBBBBBBBBBEBBBocBvBBpBuBByBBrtIyCtAoCpzsGHcAycyklEvvlzCBjGlbfwiozvfcaxgab,13.490000,12.700000
wzjagcfmdaEvrtIKzCvvsafyycuopcvyBtlAJAtByvBAourByBBBBtnBrAyBvyBqBBmBEvByjsBpBpBJqExBBoBjEAABDBJBsucBBBBByBAjBABzvfcaxgab,13.400000,12.880000
wzcagcfAkvEvzmsjqdjqKHLmycuoaeuycAABarBuJrBDjBuABojrABpLfucBBBErBIBBdByBdBxBBfBjExEBBBnJBlBBdvxABBIBmqAAIBwBBBHzvfcaxgab,13.360000,13.410000
wzcagckAfEEycABcltksckCyycuopcurBBxBBBBBBEoBBBxBBBArBAvvrBBBBGBvBBBIBBBBBBBraAyafnKAqKApaBBBEpuBuBbvvjBBLcBbBBvzvfcaxgab,13.380000,12.780000
wzcagcveivFGlimFrBDpnlcyycuopcuIcIoBwvvFvdwejDABxvrLAyBxwapfryufBAxAAyBbBBdFtoBrBBBBBBBBBBBBBBaBBsBBDBvBdcKBdnBzvfcaxgab,13.510000,13.350000
wzcagcAqtAExAvvIftrvydCyycuDvBucBBBBBBBaBBBBBBBBBpBBGBBBBBkBsBBByxBBBBBBBBBEBEvBBBBAmBBBBBBovBDvBBBBoBEBvpvBBGBzvfcaxgab,13.540000,12.580000
wzcagcxzInEvDwvIrnjyjvlyycuoucyyBuBLxjKAABBBuAbroBBBBBBBBLByJuBBBqBBBByckjoesfCflyqBvEEpuiAkpapAAytLtjCLvnAxlkEzvfcaxgab,13.430000,13.020000
wzcagcCuyCErAAAEmACtAqAyGbuoeKucEpaGABvcBABqBquABByAwBBKBBBwmBBBBBtIpuBGBBBBBifflAABxHAAljLBEvvotAAJAAuvIAAAGAezvfcaxgab,13.510000,12.590000
wzcagcvAquEDiaDrDjpyuAeyycuBaauoJxBEBALErjGnGBLaByBnLBcpBABuAAxAbBykaBBtAfnrBBGpsBBBuBxBBjrjIBBBBBpsynBBBBdBBEBzvfcaxgab,13.440000,13.360000
wzcagcLLsaEJmbmGCfqakDxyycurbEurfxGvjqaDIyAmABEKBBxKvKtIKcByBjvvdBdBByaKBEABEJBKwBBIvBBoantAJJABrBBBBBBBBBBBBFBzvfcaxgab,13.500000,12.870000
wzcagccAJLECcHcICBudnBByycucEBuyfBuAAoBnAAAAEKAmuBuvAAAbetKBkbnwyAvBvABBIvBGAABvDJGABbBmvsAdruyBBBBsByBmBBEBycwzvfcaxgab,13.380000,13.140000
wzcagcAcCJEKqAvGyBdBrbiyycuoGcurylkwBBABeABBBBsAkaBvBdcwBBxEyrBvBBADvtAArBByBvBBBBdBvBABBEsABBLoBBBBBBBBbBAEyBBzvfcaxgab,13.480000,13.180000
wzcagcHJBwEHeruAbkeHzsuBycuopcuoDocBAKHmLalbnIBywBAaoIBuBEdvIqxKevurpBBuBDBxBucBBBBBxBdBBedBBBBBBBBkptfIEEBBBBBzvfcaxgab,13.480000,12.570000
wzcagccADAEpbDHHtKHuikeyycuoucdBBAyBBBKBzDvBAEBtBBBvBfBBBtBkBBJJxApAaBorGIBBdADEKstEBeBvBDsBbxBBBBKBzBAlLDvetAbzvfcaxgab,13.510000,12.610000
wzcagcvAquEDiaDrDjpyuAvyycuBaauoJxBEBALErjGnGBLaByBnLBApBABuAAxAbBykaBBtKfnrBBGpsBBBuBxBBjrjIBBBBBpsynBBBBdBBEBzvfcaxgab,13.490000,13.040000
wzcagcKmvmEKxomnHuAqoJFyycuoqcucEvBuDbouGBBAGKFAJBIoytpBxpfBIuAvEtrybDvAEBBeAeKsBaKdvaArBuEBBfBqpBBBuBrBBBDBBBBzvfcaxgab,13.400000,13.130000
wzcagcfDmdEImCJzlpAsHliyycuopcuyyApfAKrpvfEvymsAeFyavoIyuErsljABtAnpuIBBuIorBJABIBBAccABBBpLLBurBvEByBBBvBBBByBzvfcaxgab,13.410000,13.090000
wzcagcmJumExzcCEelEtvsCyycuopcurBBBBycLvyzvqAbblrulnaCBCaBbjBBvBxBKFwjBBBmBBEBBFBvABzACkELcBpGBBsyBBBBBBtmoBBnyzvfcaxgab,13.530000,13.330000
wzcagcjGvuEdzJBlpfoJAuqvycuopcByubexsmrwBfBBAuBrBryBJwBvBBvBJBLGBBvBEvBjBGBLxBpemBEBBlBBABJLBdBIcvcoqAxBzCHEvmozvfcaxgab,13.460000,13.010000
wzcagcqcAdEtLnymAEbbrsxyycuovourxBEaBBBuBkBtsBBBIItdsIAJBocnIvJGIjmvdepDdDBBGJmBpuydpDAcyAABnJuEBbscBBBBBByBBlvzvfcaxgab,13.360000,13.020000
wzcagczGAyEvklKvsIttfhpyycuodBucqyEBfKBAABmvedJBqpBfczEByLuDbBBLLmbswqrByBBmlLDBBBBBvBBBBBdBjBvIBwBysBEAALArwtnzvfcaxgab,13.400000,13.320000
wzcagcrHsJEElwvuDGKuEAAyycuopcuBBAxrBBBBeBIByvBxBxyGBBpIBExBlaAsqyvJBdBBBtcJaBoBdBpBBnBBbGABwbBpBxdBBBBujyABJBBzvfcaxgab,13.450000,12.950000
wzcagcoAvkEmdCvGAqAyjbBvycuopcuBaAJBBErjBBBBABBBABABBBBBBBvEByyBBBBBBjBBtBBBBByBGAwBBABBBBBBBtcBBBBBBBBBBEBBBBBzvfcaxgab,13.470000,13.050000
wzzagcdkGzElpijdadtDIsKyycuKucBylvBJBLvfjjAuLvBpKhmaotBqqDsAfIBBBedBuBIjlvBkEAvAGBBBxotEEryBBsBBBrByBIBBBBBBBBAzvfcaxgab,13.540000,13.100000
wzcagcIwvrEsEHndozhwksxvyruIucjyuDBucjApEBABDBkBEBuFBrABBBdBBBBeABBBBBdAEdBBByIBjBkoBBBBsjmBycivzAnziwHvnipJojczvfcaxgab,13.540000,3.670000
wzcagcHuCBEkwvkIkdBBxBAyycuoBvuGcvAJrnEpyBpAvBAmBbAufBsBBAdAbbpvjBIqBsEaquytAjJrApBftrBBBnBBBIBBBBBAAEByBxBoBBBzvfcaxgab,13.470000,12.660000
wzcagcAEAdEpoAtbbaAjGylcycuobauycrvjAJnEjnBApIExBEBABbdJAIjcBIoBubytJepBBnrsDBkftFtfBBdAxpBIBuwBarBBBABBBBAByBBzvfcaxgab,13.500000,12.950000
wzcagccxkpJlaitcbzjiyydfycuuucBycwfeALIKdiGIDBrBBmmspbuBuEBBrBBIBAdyEvABByIBBBsaBBBbqBKKctvBvEBBeGBaEvBBBaDBybBzvfcaxgab,13.420000,13.420000
wzcagcfnmJEvAmuwfGAhBKAyycuopcuyCymJALExqsAEABBvJLBBBecrBexBBbAiknjlBvBBdvBmGBBuBysBrdBeuylKfbEIpuucABpBBABIBBHzvfcaxgab,13.390000,12.970000
wzcagcBAdcEdobbCEauFDvyyycuoucehyEkBxLyybueuBetLAELduBByuyBuBLBuBaAaBrBBLBEBBxByBjyBpAAcBBBGABbsBAGmxurBxBBBBBszvfcaxgab,13.390000,13.370000
wnjagcxadxEIyanmfJfxKvfyycuLocucByLBIyBBEqBbBAuwsBvamABoBarBjBBBBbBvBLzBjkBvBBvvkJBDBxEmBnBBBjBvpoqBJBEByIqoBBzzBvCvxglb,13.490000,12.950000
wzcagchyDAEkAawjvAAuvqxyycuopcuBorboaKBEBBysBwkBBEBBGABqBmvlBxpyBtrBBBByBBjvnBvBBpBBvBBEBBBBfBBBBBBBBBBBBGpBBnvzvfcaxgab,13.430000,13.380000
wBjagcLBvpEqDDCHHxEjdvpyycuJGIurBBBEvEBmlJBbumBBBBnBeBmBpjBvqxvAuBjBBBABtkBqBBlDdtjkvBArBxBmBkBBBBBLlBBycjtJtcdzvfcaxgab,13.530000,12.790000
wzcagcpqzbEGLwADACnxqidyycuqscvrBjBqeKAvepmBJcEABBKbrBuyDBBBBLbwBpaBsaBABEBvkBBvAvBwAuBBkuAEBmBBBBBvvBBBBysBymBzvfcaxgab,13.540000,12.890000
wzcagcfxAdEEcuLKoryjBCvyycuspcuDLaIGwxvvBcrDbumvyyLsAtAApcAEBarApBkoBwBJBBbseBBuBrBBBBBBBEBBBrAyBCyCByBsBAnIoBizvfcaxgab,13.530000,13.120000
wzcagcDbrtEksCJyApsecfryycuopcuyEsBpIEfqpsfuAyDvBJqBDAuyBBAAAAbdfsBBvAAABbbvABBmbBaBaBrBBBBBocKBpABByBBExBBxBtAzvfcaxgab,13.460000,13.370000
wzcagcjuryEtAfnuswaaAseyycuBucBylkBJkAGAIjAdqADpjmfkAtBJoDsvqfDBBBABuffjLJIBEAvAGBBBwwtEEryBBsBABBryBIBddBABBBBzvfcaxgab,13.380000,12.950000
wEzagcKppiEiGjwiuIwpcjtyycuopvurdBBBBBftvpkmBABABByBvABmBBtBByqAjxBlDEBBBlBAoBBBBBwBAvBHayAIBsoxwBiCvLhakAwamEAzvfcaxgab,13.460000,13.110000
wzcagciAtCEHyAEoojGvddAiycuojauEaBBaADBcoCHcprAsykEbBvApvbDBBkBpBvonpvuBsBdkBmBBawyuABauvcrBBBBBBBBBuBBBqBIBBBDzvfcaxgab,13.500000,13.620000
wzcagcxmcmEfdclpslqyICKyycuopcucBByGGvBBBBxufAqjABEBBBnbBjBBBIwbdBIKBsDpBABAsBfkyvDaIBtEAytBBreBABBdBBvBBEBBBBdzvfcaxgab,13.360000,12.810000
wzcagcjcvIEbzJuipfAcwuIvycuopcByubersmrwBfBBfdBKBAyBJwBvnBnByBLGBvBBEBBbAGsLxBneKvEBBlBbABpBBLBBnvtKqrxyzCHEwmozvfcaxgab,13.490000,13.310000
wzcagcvEAdEpnAtbJaAkGylcycuobauycrvjAJnEjnBApIExBEBKBbdJAIjcBIoBubytBepBBnrnDBkfAFtfBBdAxpBIBuwBarBBBABBBBAByBBzvfcaxgab,13.400000,13.000000
wzcagcakAEEscjludCAyqDADycuopGuycqAGvAjGAvmcDvIIAGxABaiAAdoAIeIxBErynxBBtAGerBBbrBBBALHBBBBBBBBBFEBBABBBByBqBBEzvfvaxgab,13.390000,12.730000
wzjagckzrvEdAECvvBvnvKvyycuodvucjkpxBBBlpAvBBApBnBBDwuBrBBBBBBBBBBBBEBBBBvBBBynBBvBBBBBpBBsBBBBBByBBEBBBBBBBBBBzvfcaxgab,13.530000,13.170000
wzcagcxneIEvAkuwAGHvCHIyycuopcuyCymJALELbswEaBBvtCBBBeBrBBGABbABtBBdBvBBBvBIcBBuBysBrBBfvyBpmkElvuuyyuKBBeByBvdzvfcaxgab,13.530000,13.070000
wzcagcEBwBEvvCCAdbvBfbCyycuopcuyBIxfpAJyvLamABBBavBAjqBAGcaBsAycABarBsvwBJABoBBryBBwpBABvuBrjBBBEayBBBBBBBBBBEnzvfcaxgab,13.360000,13.420000
wzcagcLnypEvBbHeCfxJBsnyycurbEurvxLBoAoJIymkpGEKBlxAxKkovKbyBGvvBBbBAeajGEABEABawBBwxBBojrtIALABrkBBBBBBBBBBBFBzvfcaxgab,13.510000,12.640000
wzcagcslfjEAGlHxyGAecJbAycuopJumcdBrpjlkjmBBBBBBnBfvDBoBLBBBEABBwaIBBBBAKvdaBofsxBuGBrEBfKBEeBfBBBBBBBBBBBBvcBvzvfcaxgab,13.500000,13.040000
wIjagcqGCpEEsoEHAevxaCnyycuopcucBByBBBqaBBBBBBBuvBBBBJyEBtBByBxBvBvtcBBBBBBBBBBBBEBBGBBdBBLBBBBBmBrAAAvcAFyvmudzvfcaxgab,13.460000,13.140000
wzcagcAqrmwwmxqzAspHsHHyycuLBDucByIBBkyxFbBIEodxBbspAlKBIBGAJBqGnBBEwAkDBBavBLwAtEBrBBtBBqBEBBqBBxBDBEBLBBJBvvDzvfcaxgab,13.370000,13.080000
wzcagcvqAxEHGilxubxkAvpyycuopcuyyoBBBJBJBbBuBaqBBBaJyfBuBryuBBBBBBBBBEIBryuwAjbfEAvavEynKBjAqursvArybBBBBxkBinjzvfcaxgab,13.420000,13.060000
wzcagcuAlrEuAoGIBkCmAAsyycujAquyaAAGAEDvqAfrBIBKdBbGdAqABBABpABfxudcBAtBayAuErBIAADBAABBBBABBEGuBaBaoBaAcBaAmyAzvfcaxgab,13.480000,13.410000
wzcagcACpqEsJBaaueGqLKvyycuopdurBBBpdsBBaBBJBuBErkvBKAAcEsBBryxynCEwAoGkbvmysmqxIAvCIlxDApBGGADjokujlvtpBvtnBLAzvfcaxgab,13.460000,13.080000
wzcagcbycuEsCpEwLrcosJuyIcuGuaucvxBBaByBHaBEfkvvBGxajBBBJBBoJbBALAABABAkBBBbBoctBBGnAvIwyyBEBwLDpBybBuAjBABooBrzvfcaxgab,13.480000,12.920000
wzcagcvxycEfIvAvAyAAxwvvycuopcufKvBBoAxBrBBybByBABBABABBbwBBBEEtBBBBaIABBvrEByBBBBBBBBBBBBBBBBDBBBBBBBBBBBBBBBBzvfcaxgab,13.440000,13.200000
wzcagcawtpEqnELLcaAukvqmycuopcnntyKvoAcjvufwbKAEDvjuxBBywBDBBuAvoBAmLpaBsvucBrBaBIqBBJjfABBBoBEBBDBBdBdBBJcBBrdzvfcaxgab,13.460000,12.980000
wzcagcJJljEyaDKHizLAxzEyycurucuyBttBABmububJBkpBBmpxvlBBsBvurBBBJunEAEuBDBABvsbnBAqnpfLavBBwBvsBoBldakBAuyBBBBBzvfcaxgab,13.550000,13.480000
wzcagcGAnwELbpLtCrlADkayycuJuccBjBBABBfsDBBBsAEtBnwvpLnLEBBAtErqBBByuBAvjBmefGBnBBBBqbBAxBBBtvABBBBBDBdBmBABrAnzvfcaxgab,13.500000,12.650000
wzcagcCqLAEzdjafttkAKpvuycucEbcbfuABbxGnjjBBEByBuGDLdjrxdxBBBBBaABotfdDApuvoAAruBByxBApBBBBuryqBBBBvBBkdBBEnqBvzvfcaxgab,13.380000,12.950000
wzzagciAzaEvAjeIJqCmAvsyycuwAquyaAAGAEdvqAcrBIukdBAItBqcDBABpDBwdudjBBtBayAuEABxBvDBABrBBBAABEGuBaBaBBaicBavAyAzvfcaxgab,13.540000,13.410000
wzcaocKkdJEfmkAIoyExlpGyycuJgcujKGdrBBBxBbfGvABBBBjBjIJEALxBdsBmGyyxrbqtfscBaJEBucLvoAvyBAABBBrpcByBBBBBCCuzphbzvfcaxgab,13.460000,0.000000
wzcagczpaIEAvvwEjJAGvAAyycuvucByBBmBBBByuBLBBBBBBEBBsaAvuvBjdBrBBBvBbBBvBBBBBIBbEByKBBBBpBnBBBuqBrBBBBBBBBBBBbBzvfcaxgab,13.520000,12.970000
wzcagcGznLELbnLtCrxADkbyycGJucfBqBAABBfsDBBBsAEtBnwBpLnLEBBAtErdBBByABlvjBmBfBupBBBBAvBAxBBBtvvBBBBBBBBBmBABrvnzvfcaxgab,13.370000,13.330000
wzcagcdnyoEjjaBycuADfLGpvcuopcuxcABwBaBBBBABaAABGKwEBBDBwBBLAKAJBbEJdBfBABacLrBwBbLBBBBvBpBFsEBwrxBBBBBBBBrBEBBzvfcaxgab,13.530000,13.210000
wzcagcJcAdEmszFamduADvbuycuopcByEIsJfAdABubALBEByuEBwrBxtxBBsoBbxarmjwsAvrBBBBBBqtBBBBBByqBvjawuyfGBuaBBvEtJBBBzvfcaxgab,13.400000,12.910000
wzcagcDkDbEjDvdAJfeexDzyycuopcurAnGIkbBdKBGBDfxjyBmbuBBBBBAEBBBBAwtBetBAwBBmeEulBEBBBBjdLnsBDBGyBBGdBBwBBIqABBBzvfcaxgab,13.550000,13.200000
wzcagcwvqbEqdpEzofKfuIxyycuLzquGdbAfaJLrAeKxAIJxrpBBBBAlvbDBBkBBdypAvdBJBIsDucyBBBjBbxBoEvEsBrBBBBBBBJocBGBApybzvfcaxgab,13.470000,13.490000
wzcagcuaDpEdJjaBxJlteGvyycuKxouLjGFeuAEADbvLouEdrpydGBbBABtBvsBBBBraJntddvLBEwBBfkbEBByvBxuqBBAIauxrBBBBBBBBtxBzvfcaxgab,13.410000,13.530000
wzcagcCByoEjoaBycuADfLGwvcuopcuxcABwBaBDxBABaAABGKwEBADBABBLAKAJBbEJdBfBABaiLrBwBbLBBBBvBpBFsEBwrxBBBBBBBBBBEBBzvfcaxgab,13.500000,13.100000
wzcagcKBGfEBjHALHavrjbGyycuauducDBcBEDBIJAGEDwBxxBAAyLBbAEoaBBBJBqBBqnJBpIovBByuqBBGAABuBKrAByaBAdBJByBytnwBBBBzvvcaxgab,13.360000,13.180000
wzcagcCwcAEfBjjaABbBCaAyycuopcuycGAGAbAalAyqAAEAAADvuGferuEBArABvdAKpBBBxBnjatfBaryBBBBBvBBBBBBBBBBEBBBfdBsBBABzvfcaxgab,13.410000,13.440000
wxjagcHAlxEGvqnvdGwrqBAyycurvvurBbBBBByBvIBBBBABBBBBBBBBBBBsBBBBGByBBBBBdbjIBBBBBEvBKvBBEBBBvBtoBBnrvDBBEBBBikCzvfcaxgab,13.490000,13.110000
wzjagcEwsAEhfnwtEakbaxwyycuopcuIcBGBrLCBbBGbBxBoBvbbvBBBBBBBvwBDbGyvBBBBBAvBLmABDttvBBJvpbAyyvtKvrxBByBkABBEBBxzvfcaxgab,13.410000,13.370000
wzcagcJJljEyaDKHizLAxzEyycurucuyBttBABmububJBkpBBmpxvlBBsBvurBBBJunEAEuBDBsBvsbnBAqnpfLavBBwBvsBoBldakBAuyBBBBBzvfcaxgab,13.550000,13.480000
wzcaocKwdlExwwAqtyEimACyycuAgcuJoBdrBBBKBbBGvAxBBBjBcIJEfBoBjsjmDyyArbLtLscBaJEBucBvoAByBvABtBrpcByBBBBBkCuzecvzvfcaxgab,13.490000,13.230000
wzcagcDeutEntyponvznjHayycuopcuBBBBBBeABAABBvBJBrqJBomBBfEeBBnwBBvCaDylBdBlIBByABBBnBBKDBuEBpBkBlBBjBEnfDABBAkBzvfcaxgab,13.480000,13.120000
wsjagcGsBDEAHsyCucvjrtAyycuopcvBaovBryBBJxBpwyaBytvwIrEEBvBBAAxjBobKBBBBByBpjABBBBjyvEfBBsyBJqBtBBqAtosKKBmjKtnzvfcaxgab,13.440000,13.220000
wzcagcJwptEavEAAksClcAlyycuopcuycAxGCAqAyopwbAEwKJuAAurffaABBBGBABBoyHanBsBpwABdyBAAuxBBvynBBJBtEyBBBvGqBByAqBAzvfcaxgab,13.370000,13.030000
wzcagcrAvDEtvkyvHbmevxAyycuJuccyBBBBIKBBABBbBBBBBBBBEyaBBBBBpBBvABBBABBAcBBsBucvBBEBBBBBBBEBBBDBBBBBBBBBBBBBBivzvfcaxgab,13.540000,12.760000
wzcagcaGAAErBiFavkHCAvuzycuopGuyEpxaAjfjAtAdAnEeyuEfjructABBsBAocAvmBvsAvrBBwBABBBBBBBBBAbjByBCByBLBnBvvxEBBkBGzvfcaxgab,13.430000,13.070000
wzcagcpBLHEadwBkqCAByvjBycuopcuByqBpeupxDnkuyuoryuBBdBBEByKzlAlABpBvavvvbufrBABBBwBEjBBBBBdyBBquevyBBBBtEBBnGGBzvfcaxgab,13.460000,13.180000
wzcagcAEobEIDErtpKCewvJyycuopcuycBfiArmBytBBjBoBBatrGLxABcAABaJwfAeBsyBGLxfLxsAfAfrBBEBjeBBBBBqwpBBbBBBsuBrBBBBzvfcaxgab,13.550000,13.470000
wzcagcvsqCEmmCbLbvpAybAEycucucvbBBBwGBBBvsBBBBBvAEvBpBBBELBABujBBxBBtcBpBBdBBBBBBBwBAbBBsBBBBBBBBBBBBBBBBynBBIlzvfcaxgab,13.510000,13.060000
wzcagcwyyoEIDaiycuADpAGJJIuopcuxjABABaBbwBABadABGKwEBwGBAvBLBKAJBbEJdBfBABaiwrBuBssBBBBBBpBFCEBwrvBBBBBBBBBIEBBzvfcaxgab,13.460000,13.020000
wzcagcdrvbEvclbzxAbKqzzyyKuxucJyaBBGvxcBBdyAvBBBuBucevBEyBuGdBkKfBxeEBBABAdsDBEBfkfllBBbJBqABBpuxkvABAABtrBBBBBzvfcaxgab,13.380000,12.960000
wzcagcafviEKuoqofuoqHJFyycuoqcucEvAubbouGBBAGKDAwBIoyIpkxpJBIuAvEtrybDvAEBBeAeKsBaKdvaArBtEBBfBqpBBBuBrBBBDBBBBzvfcaxgab,13.400000,13.160000
wzcagcECEcExfecajjLqAvryycuopcurBBBydwBBBABJBBBfFBvBKCBvEmBBHBBGnAErAdIxAvnrAciBIArCvxADKvqjBDxAkaemjBABBnbGBCAzvfcaxgab,13.500000,13.230000
wzcagcumqmEfdcltslqwICKyycuopcucBByGDveIBBxufAqjABEBBBnbBjBjBLwAdBnKBsDpBABbsBqByvDaIBtEAytBBreBABBdBBvBqEBBBBdzvfcaxgab,13.360000,12.920000
wzcagcHEosEEuzlubyuEscvwywuopcBfkmvBHaydBbAvcxybJvqkaAAuBaBABucBBBBBBBpBBBBBBBBBBBBBBBBBBBBBBBBBBsBuBBryBBBBBBBzvvoLxgab,13.450000,12.990000
wzcagctAqvEvAEIyAIrvpAjyyuuopcuBBbqBjBBBrBBBBBBBBBBBBBBBBBBBBBBBjByBBBvBBBvGBBBABBsKjBBKBBIBBABBBBEBvobBAvpBBBEzvfcaxgab,13.480000,13.310000
wzcagclbfzEhlaGBjqIlbvEuycuopcaAAaGBrBmtlbqBsyBbvBfBjABBvvoGpwuAJxvEoEAAfBfAouDrBBBBBBAddBBwJABywBBnBBBBBBvBBLrzvfcaxgab,13.450000,13.430000
wGjagcujHAEBybHmlAnwJoAyycuxfquBadvrBBkBABlEBBBBqfBBAApBEvsmByGABAvByuBEBBBBBLvvqsmArBBBABBBByBBBBBBsBBBBBBCaBvzvfcaxgab,13.420000,12.640000
wzjagctAiaEblzyknABffpjyycuejFuncrfpvaBBBypBBuABGBdABvuwyubbLBBBBGAwEBBALKCEuvAoDAEAArBEjBAfByBBtABBBBBBfjBBmBBzvfcaxgab,13.440000,13.240000
wzcagcdvEnEAmAlCxanscaqyycuoLBupcfceoAvBAqxcBjBBbqrBstBEyBBABBFBdBABpBufBByEBBBBjDuGqwBwBEBurBBlaBBABByBBABBBxqzvfcaxgab,13.380000,13.370000
